burrow,year,stintID,start_date,ring,sex,start_mass,burrowID,stintlength,DSL,end_mass,endsInNeglect,followsNeglect,exp,whoFirst
184,2018,1,04/06/2018,EK59656,F,455,184.2018,7,15,390,NO,NO,EXP,M
184,2018,2,11/06/2018,EK59655,M,445,184.2018,8,22,360,NO,NO,EXP,M
184,2018,2,19/06/2018,EK59656,F,480,184.2018,7,30,420,NO,NO,EXP,M
184,2018,3,26/06/2018,EK59655,M,445,184.2018,8,37,365,NO,NO,EXP,M
185,2019,0,09/05/2019,EZ72727,M,435,185.2019,2,1,415,YES,NO,NEW,M
185,2019,1,12/05/2019,EZ72727,M,420,185.2019,1,4,420,YES,YES,NEW,M
185,2019,0,14/05/2019,FB32163,F,430,185.2019,3,6,425,YES,YES,NEW,M
185,2019,1,21/05/2019,FB32163,F,430,185.2019,1,13,430,YES,YES,NEW,M
185,2019,2,24/05/2019,EZ72727,M,400,185.2019,1,16,400,NO,YES,NEW,M
185,2019,2,25/05/2019,FB32163,F,445,185.2019,2,17,445,NO,NO,NEW,M
185,2019,3,27/05/2019,EZ72727,M,430,185.2019,3,19,400,YES,NO,NEW,M
185,2019,4,04/06/2019,EZ72727,M,385,185.2019,1,27,385,YES,YES,NEW,M
186,2015,0,21/05/2015,EK59620,M,465,186.2015,5,1,420,NO,NO,EXP,M
186,2015,0,26/05/2015,EY07357,F,390,186.2015,5,6,355,NO,NO,EXP,M
186,2015,1,31/05/2015,EK59620,M,460,186.2015,6,11,395,NO,NO,EXP,M
186,2015,1,06/06/2015,EY07357,F,405,186.2015,8,17,335,NO,NO,EXP,M
186,2015,2,14/06/2015,EK59620,M,455,186.2015,7,25,380,NO,NO,EXP,M
186,2015,2,21/06/2015,EY07357,F,420,186.2015,5,32,370,NO,NO,EXP,M
186,2015,3,30/06/2015,EK59620,M,435,186.2015,7,37,NA,NO,NO,EXP,M
186,2018,0,19/05/2018,FB32243,F,425,186.2018,3,1,395,NO,NO,UNKNOWN,F
186,2018,0,22/05/2018,EZ88868,M,445,186.2018,2,4,425,NO,NO,UNKNOWN,F
186,2018,1,24/05/2018,FB32243,F,435,186.2018,5,6,405,NO,NO,UNKNOWN,F
186,2018,1,28/05/2018,EZ88868,M,450,186.2018,3,10,415,NO,NO,UNKNOWN,F
186,2018,2,31/05/2018,FB32243,F,430,186.2018,4,13,385,NO,NO,UNKNOWN,F
186,2018,2,04/06/2018,EZ88868,M,440,186.2018,4,17,420,NO,NO,UNKNOWN,F
186,2018,3,08/06/2018,FB32243,F,415,186.2018,6,21,370,NO,NO,UNKNOWN,F
186,2018,3,14/06/2018,EZ88868,M,500,186.2018,5,27,440,NO,NO,UNKNOWN,F
186,2018,4,19/06/2018,FB32243,F,420,186.2018,5,32,380,NO,NO,UNKNOWN,F
186,2018,4,24/06/2018,EZ88868,M,465,186.2018,5,37,430,NO,NO,UNKNOWN,F
186,2018,5,29/06/2018,FB32243,F,430,186.2018,5,42,385,NO,NO,UNKNOWN,F
189,2016,0,21/05/2016,EK59682,M,345,189.2016,2,1,NA,NO,NO,UNKNOWN,M
189,2016,0,23/05/2016,EK93928,F,450,189.2016,9,3,NA,NO,NO,UNKNOWN,M
189,2016,1,01/06/2016,EK59682,M,455,189.2016,7,12,400,NO,NO,UNKNOWN,M
189,2016,1,08/06/2016,EK93928,F,450,189.2016,6,19,380,YES,NO,UNKNOWN,M
189,2016,2,15/06/2016,EK93928,F,380,189.2016,1,26,380,YES,YES,UNKNOWN,M
189,2016,2,17/06/2016,EK59682,M,470,189.2016,5,28,425,NO,YES,UNKNOWN,M
189,2016,3,22/06/2016,EK93928,F,415,189.2016,2,33,410,YES,NO,UNKNOWN,M
189,2016,4,25/06/2016,EK93928,F,410,189.2016,1,36,410,YES,YES,UNKNOWN,M
189,2016,3,27/06/2016,EK59682,M,465,189.2016,5,38,415,NO,YES,UNKNOWN,M
189,2016,5,02/07/2016,EK93928,F,445,189.2016,2,43,425,YES,NO,UNKNOWN,M
189,2016,4,08/07/2016,EK59682,M,460,189.2016,4,49,400,NO,YES,UNKNOWN,M
193,2016,0,11/05/2016,EK59809,M,470,193.2016,5,1,410,NO,NO,EXP,M
193,2016,0,16/05/2016,EZ01767,F,465,193.2016,6,6,395,NO,NO,EXP,M
193,2016,1,22/05/2016,EK59809,M,410,193.2016,5,12,365,YES,NO,EXP,M
193,2016,2,03/06/2016,EK59809,M,455,193.2016,7,24,385,NO,NO,EXP,M
194,2016,0,21/05/2016,EZ01668,F,410,194.2016,3,1,380,NO,NO,NEW,F
194,2016,0,24/05/2016,EK59932,M,480,194.2016,10,4,375,NO,NO,NEW,F
194,2016,1,03/06/2016,EZ01668,F,385,194.2016,7,14,375,NO,NO,NEW,F
194,2016,1,10/06/2016,EK59932,M,485,194.2016,8,21,395,NO,NO,NEW,F
194,2016,2,18/06/2016,EZ01668,F,465,194.2016,8,29,400,NO,NO,NEW,F
194,2016,2,26/06/2016,EK59932,M,480,194.2016,9,37,410,NO,NO,NEW,F
194,2016,3,05/07/2016,EZ01668,F,440,194.2016,1,46,440,YES,NO,NEW,F
194,2016,4,07/07/2016,EZ01668,F,420,194.2016,5,48,360,NO,YES,NEW,F
195,2015,0,07/05/2015,EJ47565,M,470,195.2015,1,1,470,NO,NO,EXP,M
195,2015,0,08/05/2015,EK59811,F,470,195.2015,1,2,470,NO,NO,EXP,M
195,2015,1,09/05/2015,EJ47565,M,495,195.2015,3,3,440,NO,NO,EXP,M
195,2015,1,12/05/2015,EK59811,F,460,195.2015,2,6,NA,NO,NO,EXP,M
195,2015,2,14/05/2015,EJ47565,M,475,195.2015,4,8,440,NO,NO,EXP,M
195,2015,2,18/05/2015,EK59811,F,430,195.2015,5,12,415,NO,NO,EXP,M
195,2015,3,23/05/2015,EJ47565,M,460,195.2015,6,17,410,NO,NO,EXP,M
195,2015,3,29/05/2015,EK59811,F,445,195.2015,7,23,NA,NO,NO,EXP,M
195,2015,4,05/06/2015,EJ47565,M,455,195.2015,7,30,395,NO,NO,EXP,M
195,2015,4,12/06/2015,EK59811,F,450,195.2015,6,37,410,NO,NO,EXP,M
195,2015,5,18/06/2015,EJ47565,M,480,195.2015,8,43,390,NO,NO,EXP,M
195,2016,0,07/05/2016,EJ47565,M,495,195.2016,9,1,400,NO,NO,EXP,M
195,2016,0,16/05/2016,EK59811,F,470,195.2016,4,10,430,NO,NO,EXP,M
195,2016,1,20/05/2016,EJ47565,M,465,195.2016,5,14,425,NO,NO,EXP,M
195,2016,1,25/05/2016,EK59811,F,465,195.2016,4,19,NA,NO,NO,EXP,M
195,2016,2,29/05/2016,EJ47565,M,455,195.2016,5,23,400,NO,NO,EXP,M
195,2016,2,03/06/2016,EK59811,F,440,195.2016,6,28,415,NO,NO,EXP,M
195,2016,3,09/06/2016,EJ47565,M,455,195.2016,8,34,380,NO,NO,EXP,M
195,2016,4,23/06/2016,EJ47565,M,475,195.2016,3,48,450,NO,NO,EXP,M
201,2016,0,16/05/2016,EJ99550,F,480,201.2016,5,8,430,NO,NO,UNKNOWN,nostart
201,2016,0,21/05/2016,EZ01921,M,475,201.2016,6,13,420,NO,NO,UNKNOWN,nostart
201,2016,1,27/05/2016,EJ99550,F,445,201.2016,7,19,415,NO,NO,UNKNOWN,nostart
201,2016,1,03/06/2016,EZ01921,M,460,201.2016,7,26,NA,NO,NO,UNKNOWN,nostart
201,2016,2,10/06/2016,EJ99550,F,465,201.2016,7,33,NA,NO,NO,UNKNOWN,nostart
201,2019,0,10/05/2019,EZ01921,M,460,201.2019,5,1,420,NO,NO,EXP,M
201,2019,0,15/05/2019,EJ99550,F,460,201.2019,5,6,NA,NO,NO,EXP,M
201,2019,1,20/05/2019,EZ01921,M,475,201.2019,5,11,425,NO,NO,EXP,M
201,2019,1,25/05/2019,EJ99550,F,480,201.2019,4,16,450,NO,NO,EXP,M
201,2019,2,29/05/2019,EZ01921,M,480,201.2019,8,20,415,NO,NO,EXP,M
201,2019,2,06/06/2019,EJ99550,F,425,201.2019,7,28,375,NO,NO,EXP,M
201,2019,3,13/06/2019,EZ01921,M,470,201.2019,8,35,420,NO,NO,EXP,M
201,2019,3,21/06/2019,EJ99550,F,425,201.2019,7,43,375,NO,NO,EXP,M
201,2019,4,28/06/2019,EZ01921,M,455,201.2019,3,50,NA,NO,NO,EXP,M
202,2016,0,10/05/2016,FB24514,M,NA,202.2016,9,1,385,NO,NO,UNKNOWN,M
202,2016,0,19/05/2016,FB24529,F,470,202.2016,6,10,435,NO,NO,UNKNOWN,M
202,2016,1,25/05/2016,FB24514,M,480,202.2016,3,16,460,NO,NO,UNKNOWN,M
202,2016,2,29/05/2016,FB24514,M,430,202.2016,3,19,410,NO,NO,UNKNOWN,M
202,2016,3,08/06/2016,FB24514,M,430,202.2016,4,29,400,NO,NO,UNKNOWN,M
204,2016,0,15/05/2016,EK59610,M,475,204.2016,8,1,410,NO,NO,UNKNOWN,M
204,2016,0,23/05/2016,EZ01966,F,430,204.2016,3,9,415,NO,NO,UNKNOWN,M
204,2016,1,26/05/2016,EK59610,M,485,204.2016,6,12,410,NO,NO,UNKNOWN,M
204,2016,1,01/06/2016,EZ01966,F,390,204.2016,9,18,320,YES,NO,UNKNOWN,M
204,2016,2,12/06/2016,EK59610,M,455,204.2016,5,29,415,NO,YES,UNKNOWN,M
204,2016,2,17/06/2016,EZ01966,F,445,204.2016,8,34,395,NO,NO,UNKNOWN,M
204,2016,3,25/06/2016,EK59610,M,455,204.2016,8,42,385,NO,NO,UNKNOWN,M
205,2016,0,25/05/2016,FB30617,F,470,205.2016,7,10,400,NO,NO,UNKNOWN,nostart
205,2016,0,01/06/2016,EZ01963,M,480,205.2016,8,17,435,NO,NO,UNKNOWN,nostart
205,2016,1,09/06/2016,FB30617,F,460,205.2016,7,25,395,NO,NO,UNKNOWN,nostart
205,2016,1,16/06/2016,EZ01963,M,505,205.2016,8,32,460,NO,NO,UNKNOWN,nostart
205,2016,2,24/06/2016,FB30617,F,510,205.2016,8,40,430,NO,NO,UNKNOWN,nostart
205,2016,2,02/07/2016,EZ01963,M,520,205.2016,3,48,455,NO,NO,UNKNOWN,nostart
205,2018,0,18/05/2018,FB30617,F,465,205.2018,4,1,420,NO,NO,EXP,F
205,2018,0,22/05/2018,EZ01963,M,460,205.2018,4,5,440,NO,NO,EXP,F
205,2018,1,26/05/2018,FB30617,F,415,205.2018,4,9,390,NO,NO,EXP,F
205,2018,1,30/05/2018,EZ01963,M,460,205.2018,7,13,400,NO,NO,EXP,F
205,2018,2,06/06/2018,FB30617,F,490,205.2018,7,20,420,NO,NO,EXP,F
205,2018,2,13/06/2018,EZ01963,M,505,205.2018,7,27,440,NO,NO,EXP,F
205,2018,3,20/06/2018,FB30617,F,485,205.2018,9,34,405,NO,NO,EXP,F
206,2016,0,25/05/2016,FB30382,M,485,206.2016,7,1,415,NO,NO,EXP,M
206,2016,0,01/06/2016,EX93844,F,435,206.2016,7,8,375,NO,NO,EXP,M
206,2016,1,08/06/2016,FB30382,M,510,206.2016,6,15,455,NO,NO,EXP,M
206,2016,1,14/06/2016,EX93844,F,455,206.2016,9,21,385,NO,NO,EXP,M
206,2016,2,23/06/2016,FB30382,M,490,206.2016,9,30,405,NO,NO,EXP,M
207,2019,0,08/05/2019,EZ72871,F,445,207.2019,2,1,430,NO,NO,EXP,F
207,2019,0,10/05/2019,EZ72786,M,450,207.2019,7,3,400,NO,NO,EXP,F
207,2019,1,16/05/2019,EZ72871,F,450,207.2019,6,9,400,NO,NO,EXP,F
207,2019,2,01/06/2019,EZ72871,F,385,207.2019,1,25,385,NO,YES,EXP,F
209,2019,0,07/05/2019,EK59654,M,480,209.2019,1,1,480,NO,NO,UNKNOWN,M
209,2019,0,08/05/2019,EZ72759,F,440,209.2019,3,2,410,NO,NO,UNKNOWN,M
209,2019,1,11/05/2019,EK59654,M,470,209.2019,2,5,470,YES,NO,UNKNOWN,M
209,2019,1,14/05/2019,EZ72759,F,415,209.2019,7,8,365,NO,YES,UNKNOWN,M
209,2019,2,21/05/2019,EK59654,M,455,209.2019,10,15,375,YES,NO,UNKNOWN,M
209,2019,2,03/06/2019,EZ72759,F,420,209.2019,1,28,420,YES,YES,UNKNOWN,M
209,2019,3,05/06/2019,EK59654,M,460,209.2019,1,30,460,NO,YES,UNKNOWN,M
23,2015,0,15/05/2015,FB32163,F,400,23.2015,5,1,355,YES,NO,EXP,F
23,2015,1,31/05/2015,FB32163,F,425,23.2015,2,17,420,NO,YES,EXP,F
23,2015,0,02/06/2015,FB30048,M,465,23.2015,3,19,455,NO,NO,EXP,F
23,2015,2,05/06/2015,FB32163,F,410,23.2015,4,22,390,NO,NO,EXP,F
23,2015,3,16/06/2015,FB32163,F,420,23.2015,4,33,405,NO,YES,EXP,F
3,2018,0,20/05/2018,EZ01650,M,500,3.2018,5,1,430,NO,NO,EXP,M
3,2018,0,25/05/2018,EK59708,F,490,3.2018,3,6,475,NO,NO,EXP,M
3,2018,1,28/05/2018,EZ01650,M,480,3.2018,2,9,465,NO,NO,EXP,M
3,2018,1,30/05/2018,EK59708,F,450,3.2018,4,11,415,NO,NO,EXP,M
3,2018,2,03/06/2018,EZ01650,M,485,3.2018,4,15,450,NO,NO,EXP,M
3,2018,2,07/06/2018,EK59708,F,460,3.2018,3,19,440,NO,NO,EXP,M
3,2018,3,10/06/2018,EZ01650,M,510,3.2018,4,22,465,NO,NO,EXP,M
3,2018,3,14/06/2018,EK59708,F,470,3.2018,3,26,440,NO,NO,EXP,M
3,2018,4,17/06/2018,EZ01650,M,545,3.2018,2,29,535,NO,NO,EXP,M
3,2018,4,19/06/2018,EK59708,F,440,3.2018,2,31,425,NO,NO,EXP,M
3,2018,5,21/06/2018,EZ01650,M,500,3.2018,5,33,485,NO,NO,EXP,M
3,2018,5,26/06/2018,EK59708,F,435,3.2018,7,38,385,NO,NO,EXP,M
3,2018,6,03/07/2018,EZ01650,M,505,3.2018,8,45,430,NO,NO,EXP,M
3,2018,6,11/07/2018,EK59708,F,430,3.2018,2,53,420,NO,NO,EXP,M
3,2018,7,13/07/2018,EZ01650,M,520,3.2018,6,55,460,NO,NO,EXP,M
3,2018,7,19/07/2018,EK59708,F,440,3.2018,2,61,435,YES,NO,EXP,M
3,2018,8,22/07/2018,EZ01650,M,475,3.2018,2,64,475,NO,YES,EXP,M
3,2019,0,10/05/2019,EZ01650,M,480,3.2019,2,1,NA,NO,NO,EXP,M
3,2019,0,12/05/2019,EK59708,F,440,3.2019,2,3,NA,NO,NO,EXP,M
3,2019,1,14/05/2019,EZ01650,M,460,3.2019,5,5,420,NO,NO,EXP,M
3,2019,1,19/05/2019,EK59708,F,445,3.2019,5,10,405,NO,NO,EXP,M
3,2019,2,24/05/2019,EZ01650,M,510,3.2019,6,15,455,NO,NO,EXP,M
3,2019,2,30/05/2019,EK59708,F,460,3.2019,5,21,410,NO,NO,EXP,M
3,2019,3,04/06/2019,EZ01650,M,520,3.2019,5,26,490,NO,NO,EXP,M
3,2019,3,09/06/2019,EK59708,F,435,3.2019,5,31,390,NO,NO,EXP,M
3,2019,4,14/06/2019,EZ01650,M,495,3.2019,7,36,460,NO,NO,EXP,M
3,2019,5,27/06/2019,EZ01650,M,485,3.2019,4,49,455,NO,NO,EXP,M
39,2016,0,08/05/2016,FB30572,F,435,39.2016,4,1,385,YES,NO,UNKNOWN,F
39,2016,1,13/05/2016,FB30572,F,390,39.2016,1,6,390,NO,YES,UNKNOWN,F
42,2017,0,16/05/2017,FB30654,F,NA,42.2017,5,10,NA,NO,NO,NEW,nostart
42,2017,0,21/05/2017,EX41728,M,NA,42.2017,8,15,NA,NO,NO,NEW,nostart
42,2017,1,29/05/2017,FB30654,F,NA,42.2017,3,23,NA,NO,NO,NEW,nostart
42,2017,2,06/06/2017,FB30654,F,NA,42.2017,9,31,NA,YES,NO,NEW,nostart
42,2019,0,03/05/2019,EX41728,M,440,42.2019,3,1,420,NO,NO,EXP,M
42,2019,0,06/05/2019,FB30654,F,400,42.2019,3,4,395,NO,NO,EXP,M
42,2019,1,09/05/2019,EX41728,M,475,42.2019,3,7,440,NO,NO,EXP,M
42,2019,1,12/05/2019,FB30654,F,420,42.2019,3,10,395,NO,NO,EXP,M
42,2019,2,15/05/2019,EX41728,M,435,42.2019,4,13,415,NO,NO,EXP,M
42,2019,2,19/05/2019,FB30654,F,415,42.2019,8,17,365,NO,NO,EXP,M
42,2019,3,27/05/2019,EX41728,M,465,42.2019,8,25,430,NO,NO,EXP,M
42,2019,3,04/06/2019,FB30654,F,415,42.2019,2,33,410,NO,NO,EXP,M
42,2019,4,06/06/2019,EX41728,M,430,42.2019,4,35,410,NO,NO,EXP,M
42,2019,5,17/06/2019,EX41728,M,465,42.2019,6,46,435,NO,NO,EXP,M
44,2016,0,18/05/2016,EK59717,M,480,44.2016,9,5,390,NO,NO,UNKNOWN,nostart
44,2016,0,27/05/2016,EZ01953,F,490,44.2016,7,14,415,NO,NO,UNKNOWN,nostart
44,2016,1,03/06/2016,EK59717,M,470,44.2016,6,21,NA,NO,NO,UNKNOWN,nostart
44,2016,1,09/06/2016,EZ01953,F,445,44.2016,10,27,360,NO,NO,UNKNOWN,nostart
44,2016,2,19/06/2016,EK59717,M,470,44.2016,8,37,395,NO,NO,UNKNOWN,nostart
44,2017,0,15/05/2017,EK59717,M,NA,44.2017,3,3,NA,NO,NO,EXP,nostart
44,2017,0,18/05/2017,EZ01953,F,NA,44.2017,8,6,NA,NO,NO,EXP,nostart
44,2017,1,26/05/2017,EK59717,M,NA,44.2017,6,14,NA,NO,NO,EXP,nostart
44,2017,1,01/06/2017,EZ01953,F,NA,44.2017,10,20,NA,NO,NO,EXP,nostart
44,2017,2,11/06/2017,EK59717,M,NA,44.2017,9,30,NA,NO,NO,EXP,nostart
44,2017,3,29/06/2017,EK59717,M,NA,44.2017,3,48,NA,NO,NO,EXP,nostart
46,2015,0,06/05/2015,FB30034,M,525,46.2015,7,1,465,NO,NO,EXP,M
46,2015,0,13/05/2015,FB30047,F,495,46.2015,7,8,445,NO,NO,EXP,M
46,2015,1,20/05/2015,FB30034,M,525,46.2015,9,15,440,NO,NO,EXP,M
46,2015,1,29/05/2015,FB30047,F,500,46.2015,7,24,445,NO,NO,EXP,M
46,2015,2,05/06/2015,FB30034,M,515,46.2015,9,31,435,NO,NO,EXP,M
46,2015,3,21/06/2015,FB30034,M,500,46.2015,6,47,410,NO,NO,EXP,M
46,2017,0,16/05/2017,FB30047,F,NA,46.2017,2,16,NA,NO,NO,EXP,nostart
46,2017,0,18/05/2017,FB30034,M,NA,46.2017,11,18,NA,NO,NO,EXP,nostart
46,2017,1,29/05/2017,FB30047,F,NA,46.2017,7,29,NA,NO,NO,EXP,nostart
46,2017,2,13/06/2017,FB30047,F,NA,46.2017,7,44,NA,NO,NO,EXP,nostart
46,2019,0,05/05/2019,FB30047,F,430,46.2019,1,1,430,NO,NO,EXP,F
46,2019,0,06/05/2019,FB30034,M,480,46.2019,5,2,435,NO,NO,EXP,F
46,2019,1,11/05/2019,FB30047,F,480,46.2019,6,7,435,NO,NO,EXP,F
46,2019,1,17/05/2019,FB30034,M,510,46.2019,8,13,425,NO,NO,EXP,F
46,2019,2,25/05/2019,FB30047,F,495,46.2019,8,21,420,NO,NO,EXP,F
46,2019,2,02/06/2019,FB30034,M,475,46.2019,9,29,400,NO,NO,EXP,F
46,2019,3,11/06/2019,FB30047,F,475,46.2019,7,38,430,NO,NO,EXP,F
46,2019,4,25/06/2019,FB30047,F,485,46.2019,1,52,485,NO,NO,EXP,F
50,2015,0,10/05/2015,FB30390,M,470,50.2015,6,1,435,NO,NO,EXP,M
50,2015,0,16/05/2015,EX93544,F,410,50.2015,3,7,395,NO,NO,EXP,M
50,2015,1,19/05/2015,FB30390,M,495,50.2015,4,10,445,NO,NO,EXP,M
50,2015,1,23/05/2015,EX93544,F,400,50.2015,4,14,370,NO,NO,EXP,M
50,2015,2,27/05/2015,FB30390,M,450,50.2015,6,18,410,NO,NO,EXP,M
50,2015,2,02/06/2015,EX93544,F,415,50.2015,5,24,375,NO,NO,EXP,M
50,2015,3,07/06/2015,FB30390,M,475,50.2015,7,29,420,NO,NO,EXP,M
50,2015,3,14/06/2015,EX93544,F,410,50.2015,6,36,370,NO,NO,EXP,M
50,2015,4,20/06/2015,FB30390,M,500,50.2015,6,42,435,NO,NO,EXP,M
56,2016,0,02/06/2016,EK59618,M,485,56.2016,7,1,425,NO,NO,NEW,M
56,2016,0,09/06/2016,FB32304,F,460,56.2016,7,8,400,NO,NO,NEW,M
56,2016,1,16/06/2016,EK59618,M,500,56.2016,8,15,440,NO,NO,NEW,M
56,2019,0,12/05/2019,EK59618,M,415,56.2019,1,1,415,YES,NO,EXP,M
56,2019,1,14/05/2019,EK59618,M,450,56.2019,3,3,410,YES,YES,EXP,M
56,2019,2,20/05/2019,EK59618,M,475,56.2019,7,9,NA,NO,YES,EXP,M
6,2015,0,14/05/2015,FB32335,F,410,6.2015,1,1,410,NO,NO,EXP,F
6,2015,0,15/05/2015,FB32249,M,480,6.2015,4,2,435,NO,NO,EXP,F
6,2015,1,19/05/2015,FB32335,F,465,6.2015,3,6,435,NO,NO,EXP,F
6,2015,1,22/05/2015,FB32249,M,430,6.2015,5,9,405,NO,NO,EXP,F
6,2015,2,27/05/2015,FB32335,F,445,6.2015,8,14,390,NO,NO,EXP,F
6,2015,2,04/06/2015,FB32249,M,455,6.2015,9,22,385,NO,NO,EXP,F
6,2015,3,13/06/2015,FB32335,F,440,6.2015,8,31,365,NO,NO,EXP,F
6,2015,4,28/06/2015,FB32335,F,470,6.2015,6,46,405,NO,NO,EXP,F
64,2016,0,08/05/2016,EZ01933,M,495,64.2016,1,1,495,YES,NO,UNKNOWN,M
64,2016,1,13/05/2016,EZ01933,M,515,64.2016,2,6,485,NO,YES,UNKNOWN,M
64,2016,0,15/05/2016,EZ01958,F,430,64.2016,2,8,425,NO,NO,UNKNOWN,M
64,2016,2,18/05/2016,EZ01933,M,470,64.2016,5,11,425,NO,NO,UNKNOWN,M
64,2016,1,23/05/2016,EZ01958,F,425,64.2016,4,16,395,NO,NO,UNKNOWN,M
64,2016,3,28/05/2016,EZ01933,M,450,64.2016,8,21,370,YES,NO,UNKNOWN,M
64,2016,4,13/06/2016,EZ01933,M,480,64.2016,5,37,430,NO,NO,UNKNOWN,M
81,2018,0,17/05/2018,EK59658,M,470,81.2018,1,1,470,NO,NO,EXP,M
81,2018,0,18/05/2018,EZ72736,F,415,81.2018,2,2,405,NO,NO,EXP,M
